id,clientID,topic,message,timestamp
388,t4g6:107,t4g6,22.4;64.9;27,9/7/2024 13:26
389,t4g6:107,t4g6,22.4;65.4;27,9/7/2024 13:26
390,t4g6:107,t4g6,22.4;65.1;27,9/7/2024 13:26
391,t4g6:107,t4g6,22.4;65.1;27,9/7/2024 13:26
392,t4g6:107,t4g6,22.4;65.3;27,9/7/2024 13:27
393,t4g6:107,t4g6,22.4;65.8;27,9/7/2024 13:27
394,t4g6:107,t4g6,22.4;65.9;27,9/7/2024 13:27
395,t4g6:107,t4g6,22.5;65.6;27,9/7/2024 13:27
396,t4g6:113,t4g6,23.9;64.2;66,16/7/2024 11:54
397,t4g6:113,t4g6,23.7;64.8;72,16/7/2024 11:54
398,t4g6:113,t4g6,23.4;65.3;65,16/7/2024 11:55
399,t4g6:113,t4g6,23.1;68.0;60,16/7/2024 11:55
400,t4g6:113,t4g6,23.0;67.2;55,16/7/2024 11:55
401,t4g6:113,t4g6,22.7;68.7;36;Jun,16/7/2024 11:56
402,t4g6:113,t4g6,22.7;68.0;45;Jun,16/7/2024 11:56
403,t4g6:113,t4g6,22.6;68.6;42;Jun,16/7/2024 11:56
404,t4g6:113,t4g6,22.6;68.6;40;Jun,16/7/2024 11:57
405,t4g6:113,t4g6,22.5;68.5;38;Jun,16/7/2024 11:57
406,t4g6:113,t4g6,22.5;69.4;37;Jun,16/7/2024 11:57
407,t4g6:113,t4g6,22.5;69.8;36;Jun,16/7/2024 11:57
408,t4g6:113,t4g6,22.5;69.8;34;Jun,16/7/2024 11:58
409,t4g6:113,t4g6,22.4;70.0;34;Jun,16/7/2024 11:58
410,t4g6:113,t4g6,22.4;69.5;33;Jun,16/7/2024 11:58
411,t4g6:113,t4g6,22.4;69.3;31;Jun,16/7/2024 11:58
412,t4g6:113,t4g6,22.3;68.9;31;Jun,16/7/2024 11:59
413,t4g6:113,t4g6,22.3;70.0;30;Jun,16/7/2024 11:59
414,t4g6:113,t4g6,22.3;70.8;30;Jun,16/7/2024 11:59
415,t4g6:113,t4g6,22.3;70.3;29;Jun,16/7/2024 11:59
416,t4g6:113,t4g6,22.3;70.0;29;Jun,16/7/2024 12:00
417,t4g6:113,t4g6,22.3;70.2;29;Jun,16/7/2024 12:00
418,t4g6:113,t4g6,22.3;69.8;29;Jun,16/7/2024 12:00
419,t4g6:113,t4g6,22.3;69.4;29;Jun,16/7/2024 12:00
420,t4g6:113,t4g6,22.2;69.2;29;Jun,16/7/2024 12:01
421,t4g6:113,t4g6,22.3;69.3;28;Jun,16/7/2024 12:01
422,t4g6:113,t4g6,22.3;70.0;28;Jun,16/7/2024 12:01
423,t4g6:113,t4g6,22.3;70.5;28;Jun,16/7/2024 12:01
424,t4g6:113,t4g6,22.4;70.9;28;Jun,16/7/2024 12:02
425,t4g6:113,t4g6,22.3;70.3;28;Jun,16/7/2024 12:02
426,t4g6:113,t4g6,22.3;70.3;28;Jun,16/7/2024 12:02
427,t4g6:113,t4g6,22.3;69.4;27;Jun,16/7/2024 12:02
428,t4g6:113,t4g6,22.2;69.2;27;Jun,16/7/2024 12:03
429,t4g6:113,t4g6,22.3;69.4;27;Jun,16/7/2024 12:03
430,t4g6:113,t4g6,22.3;70.5;27;Jun,16/7/2024 12:03
431,t4g6:113,t4g6,22.3;69.5;27;Jun,16/7/2024 12:03
432,t4g6:113,t4g6,22.3;69.9;27;Jun,16/7/2024 12:04
433,t4g6:113,t4g6,22.1;70.4;29;Jun,16/7/2024 12:14
434,t4g6:113,t4g6,25.1;61.9;35;Jun,16/7/2024 12:32
435,t4g6:113,t4g6,25.0;61.3;35;Jun,16/7/2024 12:42
436,t4g6:113,t4g6,24.9;60.9;35;Jun,16/7/2024 12:52
437,t4g6:113,t4g6,25.0;60.3;37;Jun,16/7/2024 13:02
438,t4g6:113,t4g6,24.7;60.9;38;Jun,16/7/2024 13:12
439,t4g6:113,t4g6,24.9;59.9;38;Jun,16/7/2024 13:22
440,t4g6:113,t4g6,25.1;59.9;39;Jun,16/7/2024 13:32
441,t4g6:113,t4g6,25.2;60.9;39;Jun,16/7/2024 13:42
442,t4g6:113,t4g6,25.3;61.7;39;Jun,16/7/2024 13:52
443,t4g6:113,t4g6,25.5;61.6;41;Jun,16/7/2024 14:02
444,t4g6:113,t4g6,25.6;62.2;41;Jun,16/7/2024 14:12
445,t4g6:113,t4g6,25.6;61.8;41;Jun,16/7/2024 14:22
446,t4g6:113,t4g6,25.6;61.5;42;Jun,16/7/2024 14:32
447,t4g6:113,t4g6,25.5;62.2;42;Jun,16/7/2024 14:42
448,t4g6:113,t4g6,25.6;62.5;43;Jun,16/7/2024 14:52
449,t4g6:113,t4g6,25.6;62.1;42;Jun,16/7/2024 15:02
450,t4g6:113,t4g6,25.5;62.7;43;Jun,16/7/2024 15:12
451,t4g6:113,t4g6,25.4;62.9;43;Jun,16/7/2024 15:22
452,t4g6:113,t4g6,25.7;62.1;43;Jun,16/7/2024 15:32
453,t4g6:113,t4g6,25.6;62.1;43;Jun,16/7/2024 15:42
454,t4g6:113,t4g6,25.8;61.8;44;Jun,16/7/2024 15:52
455,t4g6:113,t4g6,25.8;62.1;44;Jun,16/7/2024 16:02
456,t4g6:113,t4g6,25.8;61.9;44;Jun,16/7/2024 16:12
457,t4g6:113,t4g6,26.0;61.7;44;Jun,16/7/2024 16:22
458,t4g6:113,t4g6,26.2;61.6;44;Jun,16/7/2024 16:32
459,t4g6:113,t4g6,26.2;62.0;44;Jun,16/7/2024 16:42
460,t4g6:113,t4g6,26.1;62.9;43;Jun,16/7/2024 16:52
461,t4g6:113,t4g6,25.8;63.2;43;Jun,16/7/2024 17:02
462,t4g6:113,t4g6,25.7;63.3;44;Jun,16/7/2024 17:12
463,t4g6:113,t4g6,25.7;62.8;44;Jun,16/7/2024 17:22
464,t4g6:113,t4g6,25.6;62.8;44;Jun,16/7/2024 17:32
465,t4g6:113,t4g6,25.7;62.5;45;Jun,16/7/2024 17:42
466,t4g6:113,t4g6,25.6;63.0;45;Jun,16/7/2024 17:52
467,t4g6:113,t4g6,25.5;63.6;45;Jun,16/7/2024 18:02
468,t4g6:113,t4g6,25.5;63.4;45;Jun,16/7/2024 18:12
469,t4g6:113,t4g6,25.2;63.8;46;Jun,16/7/2024 18:22
470,t4g6:113,t4g6,25.3;63.3;45;Jun,16/7/2024 18:32
471,t4g6:113,t4g6,25.2;62.6;45;Jun,16/7/2024 18:42
472,t4g6:113,t4g6,25.1;63.1;46;Jun,16/7/2024 18:52
473,t4g6:113,t4g6,25.0;63.1;46;Jun,16/7/2024 19:02
474,t4g6:113,t4g6,25.4;62.6;35;Jun,16/7/2024 19:12
475,t4g6:113,t4g6,25.6;63.0;46;Jun,16/7/2024 19:22
476,t4g6:113,t4g6,25.7;63.7;47;Jun,16/7/2024 19:32
477,t4g6:113,t4g6,25.8;64.2;46;Jun,16/7/2024 19:42
478,t4g6:113,t4g6,25.9;64.8;47;Jun,16/7/2024 19:52
479,t4g6:113,t4g6,25.9;65.8;45;Jun,16/7/2024 20:02
480,t4g6:113,t4g6,26.0;65.3;45;Jun,16/7/2024 20:12
481,t4g6:113,t4g6,26.0;66.0;44;Jun,16/7/2024 20:22
482,t4g6:113,t4g6,23.4;70.0;47;Jun,22/7/2024 16:06
483,t4g6:113,t4g6,23.4;70.1;59;Jun,22/7/2024 16:06
484,t4g6:113,t4g6,23.5;70.0;59;Jun,22/7/2024 16:06
485,t4g6:113,t4g6,26.7;61.7;61;Jun,22/7/2024 16:18
486,t4g6:113,t4g6,26.7;61.7;59;Jun,22/7/2024 16:28
487,t4g6:113,t4g6,26.6;62.0;59;Jun,22/7/2024 16:38
488,t4g6:113,t4g6,26.8;61.6;59;Jun,22/7/2024 16:48
489,t4g6:113,t4g6,26.7;61.9;58;Jun,22/7/2024 16:58
490,t4g6:113,t4g6,26.7;62.1;58;Jun,22/7/2024 17:08
491,t4g6:113,t4g6,26.8;62.0;58;Jun,22/7/2024 17:18
492,t4g6:113,t4g6,26.9;61.4;58;Jun,22/7/2024 17:28
493,t4g6:113,t4g6,26.8;62.3;57;Jun,22/7/2024 17:38
494,t4g6:113,t4g6,26.7;62.2;58;Jun,22/7/2024 17:48
495,t4g6:113,t4g6,26.6;62.1;56;Jun,22/7/2024 17:58
496,t4g6:113,t4g6,26.6;61.8;58;Jun,22/7/2024 18:08
497,t4g6:113,t4g6,26.5;62.5;58;Jun,22/7/2024 18:18
498,t4g6:113,t4g6,26.4;62.1;57;Jun,22/7/2024 18:28
499,t4g6:113,t4g6,26.3;62.0;58;Jun,22/7/2024 18:38
500,t4g6:113,t4g6,26.3;62.2;57;Jun,22/7/2024 18:48
501,t4g6:113,t4g6,26.2;62.7;59;Jun,22/7/2024 18:58
502,t4g6:113,t4g6,26.4;62.0;58;Jun,22/7/2024 19:08
503,t4g6:113,t4g6,26.7;62.8;58;Jun,22/7/2024 19:18
504,t4g6:113,t4g6,26.8;63.6;57;Jun,22/7/2024 19:28
505,t4g6:113,t4g6,26.9;64.6;56;Jun,22/7/2024 19:38
506,t4g6:113,t4g6,26.9;64.5;57;Jun,22/7/2024 19:48
507,t4g6:113,t4g6,27.0;64.8;56;Jun,22/7/2024 19:58
508,t4g6:113,t4g6,27.1;65.1;55;Jun,22/7/2024 20:08
509,t4g6:113,t4g6,27.1;66.6;56;Jun,22/7/2024 20:18
510,t4g6:113,t4g6,27.1;66.6;55;Jun,22/7/2024 20:28
511,t4g6:113,t4g6,27.2;66.9;55;Jun,22/7/2024 20:38
512,t4g6:113,t4g6,27.2;66.8;55;Jun,22/7/2024 20:48
513,t4g6:113,t4g6,27.2;66.9;56;Jun,22/7/2024 20:58
514,t4g6:113,t4g6,27.2;67.3;56;Jun,22/7/2024 21:08
515,t4g6:113,t4g6,27.2;68.0;55;Jun,22/7/2024 21:18
516,t4g6:113,t4g6,27.3;68.3;55;Jun,22/7/2024 21:28
517,t4g6:113,t4g6,27.3;68.8;56;Jun,22/7/2024 21:38
518,t4g6:113,t4g6,27.3;68.5;56;Jun,22/7/2024 21:48
519,t4g6:113,t4g6,27.3;68.8;56;Jun,22/7/2024 21:58
520,t4g6:113,t4g6,27.3;69.4;55;Jun,22/7/2024 22:08
521,t4g6:113,t4g6,27.3;69.4;55;Jun,22/7/2024 22:18
522,t4g6:113,t4g6,27.3;69.5;55;Jun,22/7/2024 22:28
523,t4g6:113,t4g6,27.3;69.4;56;Jun,22/7/2024 22:38
524,t4g6:113,t4g6,27.4;69.8;55;Jun,22/7/2024 22:48
525,t4g6:113,t4g6,27.3;70.1;55;Jun,22/7/2024 22:58
526,t4g6:113,t4g6,27.3;70.3;54;Jun,22/7/2024 23:08
527,t4g6:113,t4g6,27.3;70.3;55;Jun,22/7/2024 23:18
528,t4g6:113,t4g6,27.4;70.7;55;Jun,22/7/2024 23:28
529,t4g6:113,t4g6,27.3;71.2;61;Jun,22/7/2024 23:38
530,t4g6:113,t4g6,27.3;70.7;55;Jun,22/7/2024 23:48
531,t4g6:113,t4g6,27.3;71.6;54;Jun,22/7/2024 23:58
532,t4g6:113,t4g6,27.3;71.4;56;Jun,23/7/2024 0:08
533,t4g6:113,t4g6,27.3;72.0;56;Jun,23/7/2024 0:18
534,t4g6:113,t4g6,27.3;71.9;56;Jun,23/7/2024 0:28
535,t4g6:113,t4g6,27.3;71.8;55;Jun,23/7/2024 0:38
536,t4g6:113,t4g6,27.3;72.0;56;Jun,23/7/2024 0:48
537,t4g6:113,t4g6,27.3;72.5;55;Jun,23/7/2024 0:58
538,t4g6:113,t4g6,27.3;71.9;55;Jun,23/7/2024 1:08
539,t4g6:113,t4g6,27.3;72.7;55;Jun,23/7/2024 1:18
540,t4g6:113,t4g6,27.4;72.4;55;Jun,23/7/2024 1:28
541,t4g6:113,t4g6,27.4;72.9;55;Jun,23/7/2024 1:38
542,t4g6:113,t4g6,27.4;72.9;54;Jun,23/7/2024 1:48
543,t4g6:113,t4g6,27.4;73.0;56;Jun,23/7/2024 1:58
544,t4g6:113,t4g6,27.4;74.2;54;Jun,23/7/2024 2:08
545,t4g6:113,t4g6,27.4;74.3;54;Jun,23/7/2024 2:18
546,t4g6:113,t4g6,27.4;74.3;54;Jun,23/7/2024 2:28
547,t4g6:113,t4g6,27.4;74.2;54;Jun,23/7/2024 2:38
548,t4g6:113,t4g6,27.4;74.6;54;Jun,23/7/2024 2:48
549,t4g6:113,t4g6,27.4;75.0;54;Jun,23/7/2024 2:58
550,t4g6:113,t4g6,27.4;74.6;54;Jun,23/7/2024 3:08
551,t4g6:113,t4g6,27.4;74.2;54;Jun,23/7/2024 3:18
552,t4g6:113,t4g6,27.4;75.0;53;Jun,23/7/2024 3:28
553,t4g6:113,t4g6,27.4;74.3;54;Jun,23/7/2024 3:38
554,t4g6:113,t4g6,27.4;75.1;54;Jun,23/7/2024 3:48
555,t4g6:113,t4g6,27.4;74.4;54;Jun,23/7/2024 3:58
556,t4g6:113,t4g6,27.4;75.2;53;Jun,23/7/2024 4:08
557,t4g6:113,t4g6,27.4;75.2;54;Jun,23/7/2024 4:18
558,t4g6:113,t4g6,27.4;75.4;55;Jun,23/7/2024 4:28
559,t4g6:113,t4g6,27.4;75.6;54;Jun,23/7/2024 4:38
560,t4g6:113,t4g6,27.4;75.7;56;Jun,23/7/2024 4:48
561,t4g6:113,t4g6,27.4;75.9;54;Jun,23/7/2024 4:58
562,t4g6:113,t4g6,27.4;75.4;55;Jun,23/7/2024 5:08
563,t4g6:113,t4g6,27.4;76.1;54;Jun,23/7/2024 5:18
564,t4g6:113,t4g6,27.4;75.9;53;Jun,23/7/2024 5:28
565,t4g6:113,t4g6,27.4;75.8;55;Jun,23/7/2024 5:38
566,t4g6:113,t4g6,27.4;76.7;53;Jun,23/7/2024 5:48
567,t4g6:113,t4g6,27.4;76.4;51;Jun,23/7/2024 5:58
568,t4g6:113,t4g6,27.4;76.5;53;Jun,23/7/2024 6:08
569,t4g6:113,t4g6,27.4;76.7;53;Jun,23/7/2024 6:18
570,t4g6:113,t4g6,27.4;77.3;54;Jun,23/7/2024 6:28
571,t4g6:113,t4g6,27.1;73.8;53;Jun,23/7/2024 6:38
572,t4g6:113,t4g6,26.7;72.6;56;Jun,23/7/2024 6:48
573,t4g6:113,t4g6,26.5;70.4;58;Jun,23/7/2024 6:58
574,t4g6:113,t4g6,26.4;69.3;59;Jun,23/7/2024 7:08
575,t4g6:113,t4g6,26.2;68.4;60;Jun,23/7/2024 7:18
576,t4g6:113,t4g6,26.1;67.1;59;Jun,23/7/2024 7:28
577,t4g6:113,t4g6,25.9;66.5;61;Jun,23/7/2024 7:38
578,t4g6:113,t4g6,25.7;65.7;61;Jun,23/7/2024 7:48
579,t4g6:113,t4g6,25.6;64.3;61;Jun,23/7/2024 7:58
580,t4g6:113,t4g6,25.5;63.4;60;Jun,23/7/2024 8:08
581,t4g6:113,t4g6,25.4;62.2;60;Jun,23/7/2024 8:18
582,t4g6:113,t4g6,25.1;61.9;60;Jun,23/7/2024 8:28
583,t4g6:113,t4g6,25.2;60.4;60;Jun,23/7/2024 8:38
584,t4g6:113,t4g6,25.1;60.0;60;Jun,23/7/2024 8:48
585,t4g6:113,t4g6,25.0;59.5;60;Jun,23/7/2024 8:58
586,t4g6:113,t4g6,25.0;59.1;60;Jun,23/7/2024 9:08
587,t4g6:113,t4g6,24.8;59.0;60;Jun,23/7/2024 9:18
588,t4g6:113,t4g6,24.9;58.5;60;Jun,23/7/2024 9:28
589,t4g6:113,t4g6,24.8;58.8;61;Jun,23/7/2024 9:38
590,t4g6:113,t4g6,24.8;58.8;60;Jun,23/7/2024 9:48
591,t4g6:113,t4g6,24.9;59.0;59;Jun,23/7/2024 9:58
592,t4g6:113,t4g6,24.9;59.4;57;Jun,23/7/2024 10:08
593,t4g6:113,t4g6,25.0;59.4;58;Jun,23/7/2024 10:18
594,t4g6:113,t4g6,25.1;59.8;56;Jun,23/7/2024 10:28
595,t4g6:113,t4g6,25.1;59.9;59;Jun,23/7/2024 10:38
596,t4g6:113,t4g6,25.3;60.3;59;Jun,23/7/2024 10:48
597,t4g6:113,t4g6,25.2;60.2;58;Jun,23/7/2024 10:58
598,t4g6:113,t4g6,25.2;60.4;57;Jun,23/7/2024 11:08
599,t4g6:113,t4g6,25.4;59.9;58;Jun,23/7/2024 11:18
600,t4g6:113,t4g6,25.5;60.2;58;Jun,23/7/2024 11:28
601,t4g6:113,t4g6,25.5;59.7;59;Jun,23/7/2024 11:38
602,t4g6:113,t4g6,25.5;60.2;59;Jun,23/7/2024 11:48
603,t4g6:113,t4g6,25.6;60.2;59;Jun,23/7/2024 11:58
604,t4g6:113,t4g6,25.6;60.5;59;Jun,23/7/2024 12:08
605,t4g6:113,t4g6,25.6;60.6;59;Jun,23/7/2024 12:18
606,t4g6:113,t4g6,25.7;60.8;61;Jun,23/7/2024 12:28
607,t4g6:113,t4g6,25.7;59.3;61;Jun,23/7/2024 12:38
608,t4g6:113,t4g6,25.8;60.0;61;Jun,23/7/2024 12:48
609,t4g6:113,t4g6,25.9;60.3;60;Jun,23/7/2024 12:58
610,t4g6:113,t4g6,25.9;60.2;58;Jun,23/7/2024 13:08
611,t4g6:113,t4g6,25.9;60.1;58;Jun,23/7/2024 13:18
612,t4g6:113,t4g6,26.1;61.2;58;Jun,23/7/2024 13:28
613,t4g6:113,t4g6,26.0;60.6;59;Jun,23/7/2024 13:38
614,t4g6:113,t4g6,26.3;61.1;59;Jun,23/7/2024 13:48
615,t4g6:113,t4g6,26.5;61.7;59;Jun,23/7/2024 13:58
616,t4g6:113,t4g6,26.5;61.0;59;Jun,23/7/2024 14:08
617,t4g6:113,t4g6,26.5;61.3;59;Jun,23/7/2024 14:18
618,t4g6:113,t4g6,26.5;60.6;61;Jun,23/7/2024 14:28
619,t4g6:113,t4g6,26.7;60.7;59;Jun,23/7/2024 14:38
620,t4g6:113,t4g6,26.8;60.2;59;Jun,23/7/2024 14:48
621,t4g6:113,t4g6,26.7;61.7;59;Jun,23/7/2024 14:58
622,t4g6:113,t4g6,26.9;61.4;58;Jun,23/7/2024 15:08
623,t4g6:113,t4g6,27.0;60.5;59;Jun,23/7/2024 15:18
624,t4g6:113,t4g6,27.1;61.0;58;Jun,23/7/2024 15:29
625,t4g6:113,t4g6,27.1;59.9;58;Jun,23/7/2024 15:39
626,t4g6:113,t4g6,27.3;60.7;58;Jun,23/7/2024 15:49
627,t4g6:113,t4g6,27.4;60.7;59;Jun,23/7/2024 15:59
628,t4g6:113,t4g6,27.6;60.7;59;Jun,23/7/2024 16:09
629,t4g6:113,t4g6,27.5;61.1;59;Jun,23/7/2024 16:19
630,t4g6:113,t4g6,27.6;61.0;59;Jun,23/7/2024 16:29
631,t4g6:113,t4g6,27.7;60.4;61;Jun,23/7/2024 16:39
632,t4g6:113,t4g6,27.7;60.7;59;Jun,23/7/2024 16:49
633,t4g6:113,t4g6,27.7;60.6;61;Jun,23/7/2024 16:59
634,t4g6:113,t4g6,27.4;61.1;60;Jun,23/7/2024 17:09
635,t4g6:113,t4g6,27.5;61.2;60;Jun,23/7/2024 17:19
636,t4g6:113,t4g6,27.6;60.9;59;Jun,23/7/2024 17:29
637,t4g6:113,t4g6,27.4;61.4;60;Jun,23/7/2024 17:39
638,t4g6:113,t4g6,27.3;61.3;59;Jun,23/7/2024 17:49
639,t4g6:113,t4g6,27.1;61.5;60;Jun,23/7/2024 17:59
640,t4g6:113,t4g6,27.0;61.4;60;Jun,23/7/2024 18:09
641,t4g6:113,t4g6,26.8;62.1;59;Jun,23/7/2024 18:19
642,t4g6:113,t4g6,26.6;61.9;59;Jun,23/7/2024 18:29
643,t4g6:113,t4g6,26.5;62.0;60;Jun,23/7/2024 18:39
644,t4g6:113,t4g6,26.2;61.8;59;Jun,23/7/2024 18:49
645,t4g6:113,t4g6,26.1;61.5;60;Jun,23/7/2024 18:59
646,t4g6:113,t4g6,26.5;60.7;59;Jun,23/7/2024 19:09
647,t4g6:113,t4g6,26.8;60.9;59;Jun,23/7/2024 19:19
648,t4g6:113,t4g6,26.9;61.8;58;Jun,23/7/2024 19:29
649,t4g6:113,t4g6,27.0;62.9;58;Jun,23/7/2024 19:39
650,t4g6:113,t4g6,27.1;63.5;57;Jun,23/7/2024 19:49
651,t4g6:113,t4g6,27.1;64.1;57;Jun,23/7/2024 19:59
652,t4g6:113,t4g6,27.2;64.4;56;Jun,23/7/2024 20:09
653,t4g6:113,t4g6,27.2;65.4;57;Jun,23/7/2024 20:19
654,t4g6:113,t4g6,27.2;65.7;55;Jun,23/7/2024 20:29
655,t4g6:113,t4g6,27.3;66.2;55;Jun,23/7/2024 20:39
656,t4g6:113,t4g6,27.3;67.7;54;Jun,23/7/2024 20:49
657,t4g6:113,t4g6,27.3;67.7;53;Jun,23/7/2024 20:59
658,t4g6:113,t4g6,27.3;68.8;54;Jun,23/7/2024 21:09
659,t4g6:113,t4g6,27.4;69.3;52;Jun,23/7/2024 21:19
660,t4g6:113,t4g6,27.3;68.6;53;Jun,23/7/2024 21:29
661,t4g6:113,t4g6,27.3;69.4;53;Jun,23/7/2024 21:39
662,t4g6:113,t4g6,27.3;69.1;53;Jun,23/7/2024 21:49
663,t4g6:113,t4g6,27.4;70.0;53;Jun,23/7/2024 21:59
664,t4g6:113,t4g6,27.4;70.2;53;Jun,23/7/2024 22:09
665,t4g6:113,t4g6,27.4;71.7;53;Jun,23/7/2024 22:19
666,t4g6:113,t4g6,27.4;70.5;51;Jun,23/7/2024 22:29
667,t4g6:113,t4g6,27.4;71.0;52;Jun,23/7/2024 22:39
668,t4g6:113,t4g6,27.4;71.8;50;Jun,23/7/2024 22:49
669,t4g6:113,t4g6,27.4;72.0;53;Jun,23/7/2024 22:59
670,t4g6:113,t4g6,27.4;71.5;51;Jun,23/7/2024 23:09
671,t4g6:113,t4g6,27.4;71.5;52;Jun,23/7/2024 23:19
672,t4g6:113,t4g6,27.4;72.7;53;Jun,23/7/2024 23:29
673,t4g6:113,t4g6,27.5;72.9;52;Jun,23/7/2024 23:39
674,t4g6:113,t4g6,27.4;72.0;53;Jun,23/7/2024 23:49
675,t4g6:113,t4g6,27.4;73.5;52;Jun,23/7/2024 23:59
676,t4g6:113,t4g6,27.4;72.5;50;Jun,24/7/2024 0:09
677,t4g6:113,t4g6,27.4;72.7;52;Jun,24/7/2024 0:19
678,t4g6:113,t4g6,27.4;72.7;53;Jun,24/7/2024 0:29
679,t4g6:113,t4g6,27.4;72.6;50;Jun,24/7/2024 0:39
680,t4g6:113,t4g6,27.4;73.8;53;Jun,24/7/2024 0:49
681,t4g6:113,t4g6,27.4;73.2;53;Jun,24/7/2024 0:59
682,t4g6:113,t4g6,27.4;73.8;53;Jun,24/7/2024 1:09
683,t4g6:113,t4g6,27.4;73.8;53;Jun,24/7/2024 1:19
684,t4g6:113,t4g6,27.4;73.9;51;Jun,24/7/2024 1:29
685,t4g6:113,t4g6,27.4;74.2;52;Jun,24/7/2024 1:39
686,t4g6:113,t4g6,27.4;74.6;53;Jun,24/7/2024 1:49
687,t4g6:113,t4g6,27.4;74.3;52;Jun,24/7/2024 1:59
688,t4g6:113,t4g6,27.4;74.1;52;Jun,24/7/2024 2:09
689,t4g6:113,t4g6,27.4;75.0;52;Jun,24/7/2024 2:19
690,t4g6:113,t4g6,27.4;74.3;52;Jun,24/7/2024 2:29
691,t4g6:113,t4g6,27.4;74.4;53;Jun,24/7/2024 2:39
692,t4g6:113,t4g6,27.4;74.6;26;Jun,24/7/2024 2:49
693,t4g6:113,t4g6,27.4;75.0;52;Jun,24/7/2024 2:59
694,t4g6:113,t4g6,27.4;74.8;53;Jun,24/7/2024 3:09
